id_musicien,nom,prenom,mail,dateNaiss,style,sexe
699,John,Sanders,John@Sanders.fsa,1979-11-27,JAZZ,F
700,Jesse,Grier,Jesse@Grier.gpt,1962-10-14,ORIONTAL,M
701,John,Dunlap,John@Dunlap.fqz,1950-1-14,JAZZ,M
702,John,Bartberger,John@Bartberger.ouc,1988-7-5,classic,M
703,David,Thompson,David@Thompson.bya,1969-2-19,ORIONTAL,M
704,David,Powers,David@Powers.rav,1985-4-24,ORIONTAL,F
705,Edith,Bradish,Edith@Bradish.ulo,1950-1-22,classic,M
706,Helen,Vincent,Helen@Vincent.elo,1982-9-11,ORIONTAL,M
707,Jean,Garcia,Jean@Garcia.vug,1961-11-24,ROCK N ROLL,F
708,Frances,Lopez,Frances@Lopez.ipf,1954-12-22,JAZZ,F
709,Derek,Mcquade,Derek@Mcquade.qqa,1997-1-3,ROCK N ROLL,M
710,Claudia,Cortes,Claudia@Cortes.vle,1970-7-8,ORIONTAL,F
711,Bonnie,Hyatt,Bonnie@Hyatt.inh,1972-12-5,ROCK N ROLL,F
712,Kevin,Keene,Kevin@Keene.imv,1973-6-14,ROCK N ROLL,M
713,Carmina,Moore,Carmina@Moore.qsl,2006-3-6,classic,F
714,Robert,Johnson,Robert@Johnson.opi,1951-5-1,ORIONTAL,F
715,Guadalupe,Brown,Guadalupe@Brown.bva,1990-12-13,ROCK N ROLL,M
716,Bill,Smith,Bill@Smith.xbo,1960-2-25,classic,F
717,Jason,Baptiste,Jason@Baptiste.mcj,2004-2-11,classic,F
718,Patsy,Natividad,Patsy@Natividad.bpd,2008-6-15,ORIONTAL,F
719,Bonnie,Jones,Bonnie@Jones.wwk,1947-2-21,classic,M
720,Patsy,Jackson,Patsy@Jackson.phe,1979-12-25,JAZZ,M
721,Keith,Meraz,Keith@Meraz.nwy,1943-3-5,ORIONTAL,M
722,Ross,Webb,Ross@Webb.mrs,1997-4-18,classic,M
723,David,Short,David@Short.yod,1963-6-4,JAZZ,M
724,Gregory,Lamson,Gregory@Lamson.lvv,1948-9-19,classic,M
725,Edward,Neuhaus,Edward@Neuhaus.gxn,1997-9-5,JAZZ,M
726,Tisha,Torres,Tisha@Torres.eop,1999-11-21,ROCK N ROLL,M
727,Dave,Vargas,Dave@Vargas.nxo,1983-5-1,ORIONTAL,F
728,Nathan,Heyer,Nathan@Heyer.vwd,1981-5-17,ORIONTAL,M
729,Edna,Vanhandel,Edna@Vanhandel.rjl,1948-1-14,ROCK N ROLL,F
730,Michelle,Coleman,Michelle@Coleman.pqd,1961-5-11,ORIONTAL,M
731,Ruth,Jones,Ruth@Jones.fju,1976-6-27,ROCK N ROLL,M
732,Jill,Girard,Jill@Girard.ogf,1964-7-12,JAZZ,F
733,David,Howard,David@Howard.pis,1943-3-16,classic,M
734,Dalia,Mccabe,Dalia@Mccabe.ceb,1988-11-25,JAZZ,M
735,John,Benson,John@Benson.hce,1993-4-27,ORIONTAL,F
736,Richard,Eatmon,Richard@Eatmon.qcf,1959-3-22,classic,M
737,Henry,Rivera,Henry@Rivera.sbj,1958-9-22,ROCK N ROLL,M
738,Phillip,Braun,Phillip@Braun.tcb,1988-3-15,ROCK N ROLL,F
739,Lee,Shibley,Lee@Shibley.lnk,1969-3-2,JAZZ,F
740,Tracey,Wise,Tracey@Wise.kay,1993-1-24,classic,M
741,Bruce,Valdez,Bruce@Valdez.cyr,1977-4-21,classic,M
742,Samantha,Nguy,Samantha@Nguy.din,1975-1-16,classic,M
743,Mary,Steger,Mary@Steger.eid,1979-1-26,classic,M
744,Robert,Jarvis,Robert@Jarvis.ooq,1953-10-2,classic,M
745,Carole,Valencia,Carole@Valencia.cqw,1971-6-10,ORIONTAL,M
746,Paul,Young,Paul@Young.lma,1972-10-9,classic,M
747,Amanda,Frederickson,Amanda@Frederickson.qgz,1973-8-9,ROCK N ROLL,F
748,Patricia,Rodgers,Patricia@Rodgers.hit,1951-11-26,classic,M
749,Juanita,Crum,Juanita@Crum.atq,1965-3-20,JAZZ,M
750,Brian,Kelly,Brian@Kelly.uvp,1982-11-21,JAZZ,M
751,Marquetta,Connally,Marquetta@Connally.doa,1986-8-9,ORIONTAL,F
752,Kevin,Edwards,Kevin@Edwards.yew,1958-1-21,JAZZ,M
753,Zulema,Nickels,Zulema@Nickels.aez,1958-5-14,ROCK N ROLL,F
754,Dennis,Holberg,Dennis@Holberg.zfq,1968-10-4,classic,M
755,Tanya,Webb,Tanya@Webb.sjj,1985-8-21,ORIONTAL,F
756,Elizabeth,Peyton,Elizabeth@Peyton.ssr,1992-4-13,JAZZ,M
757,Donald,Saiz,Donald@Saiz.rzu,1998-10-16,ROCK N ROLL,M
758,Frances,Stanton,Frances@Stanton.iil,1947-12-15,JAZZ,M
759,Norman,Woodard,Norman@Woodard.eke,1958-5-10,classic,M
760,John,Litke,John@Litke.gtv,1994-2-13,ORIONTAL,M
761,Joesph,Love,Joesph@Love.uln,1968-8-27,ROCK N ROLL,M
762,Ray,Mcneil,Ray@Mcneil.nvh,1992-3-5,ROCK N ROLL,M
763,Joan,Beck,Joan@Beck.qsr,1995-12-19,ORIONTAL,F
764,Jamie,Hubbard,Jamie@Hubbard.fvz,1972-12-17,classic,M
765,Irene,Harper,Irene@Harper.avb,1956-5-22,classic,M
766,Darlene,Nicholson,Darlene@Nicholson.dhk,1971-2-26,ORIONTAL,M
767,Kristen,Mobley,Kristen@Mobley.fku,1998-6-12,ROCK N ROLL,M
768,Diane,Joyce,Diane@Joyce.mrm,1954-8-11,classic,F
769,Christopher,Weber,Christopher@Weber.ral,1974-2-25,ROCK N ROLL,M
770,Richard,Gosa,Richard@Gosa.rhs,1989-9-25,ROCK N ROLL,M
771,Esmeralda,Sandmeier,Esmeralda@Sandmeier.sol,1996-6-1,ORIONTAL,F
772,Anthony,Long,Anthony@Long.ksa,1972-9-24,JAZZ,F
773,Gary,Lashua,Gary@Lashua.ngu,1997-4-12,classic,M
774,Joe,Phillips,Joe@Phillips.isd,2009-6-3,JAZZ,M
775,Liana,Smith,Liana@Smith.bby,1953-3-23,classic,F
776,Lori,White,Lori@White.yyt,1961-4-8,classic,M
777,Tonja,Ames,Tonja@Ames.ccc,1940-5-27,JAZZ,M
778,George,Devlin,George@Devlin.nxl,1958-4-19,ROCK N ROLL,M
779,Larry,Feliz,Larry@Feliz.ors,1949-1-8,ORIONTAL,M
780,Elizabeth,Williams,Elizabeth@Williams.wqk,1958-8-15,classic,F
781,Robin,Echols,Robin@Echols.ikv,1979-5-8,ORIONTAL,M
782,Jo,Young,Jo@Young.wqr,1971-10-9,classic,M
783,Ray,Tucker,Ray@Tucker.amn,1993-7-13,ORIONTAL,F
784,Roberta,Wells,Roberta@Wells.bno,1981-7-16,ROCK N ROLL,F
785,Dana,Redmond,Dana@Redmond.cwf,1999-1-28,ROCK N ROLL,M
786,Ben,Llewellyn,Ben@Llewellyn.ypj,1964-10-26,JAZZ,F
787,Jeffrey,Macias,Jeffrey@Macias.wyy,1956-5-18,ROCK N ROLL,M
788,Donald,Baklund,Donald@Baklund.xsx,1976-5-23,JAZZ,F
789,Devon,Smith,Devon@Smith.ecq,1944-8-22,JAZZ,M
790,Wayne,Ross,Wayne@Ross.kty,1970-5-24,ORIONTAL,M
791,Sharlene,Keys,Sharlene@Keys.ndw,1945-4-15,ORIONTAL,M
792,Norman,Spradling,Norman@Spradling.xfj,1960-1-28,classic,M
793,Charlene,Simmons,Charlene@Simmons.wed,1946-10-22,ORIONTAL,M
794,Vincenza,Mullen,Vincenza@Mullen.srp,2009-1-23,classic,F
795,Audrey,Bryant,Audrey@Bryant.ueg,1993-8-18,ROCK N ROLL,M
796,Marie,Redfield,Marie@Redfield.lac,2009-6-19,JAZZ,M
797,Heather,Mccarthy,Heather@Mccarthy.asr,1969-7-19,classic,M
798,Janice,Philips,Janice@Philips.uaw,1993-9-23,JAZZ,F
799,Lela,Brenner,Lela@Brenner.uun,2001-3-22,ORIONTAL,M
800,Robert,Branch,Robert@Branch.lim,1954-12-16,ROCK N ROLL,M
801,James,Heath,James@Heath.jhu,1980-1-4,JAZZ,F
802,Brian,Amick,Brian@Amick.mzp,1987-11-11,ORIONTAL,M
803,Thomas,Jackiewicz,Thomas@Jackiewicz.uvc,1951-9-1,JAZZ,M
804,Carolyn,Lawson,Carolyn@Lawson.jpu,1957-3-6,ROCK N ROLL,M
805,Jackie,Young,Jackie@Young.uas,1960-7-10,JAZZ,M
806,Ella,Bell,Ella@Bell.jbq,1963-2-22,ORIONTAL,M
807,Angie,Roode,Angie@Roode.yig,1993-8-6,JAZZ,F
808,Thelma,White,Thelma@White.lro,1964-4-19,ORIONTAL,F
809,Lavonia,Whaley,Lavonia@Whaley.vbt,1995-5-20,classic,F
810,Nell,Mertz,Nell@Mertz.jnk,1980-6-6,ORIONTAL,F
811,Roger,Riley,Roger@Riley.xqm,1948-3-27,JAZZ,F
812,George,Roberts,George@Roberts.tcw,1945-10-8,ORIONTAL,M
813,David,Wagner,David@Wagner.ffu,1968-7-6,JAZZ,F
814,Tara,Gaynor,Tara@Gaynor.ziz,1946-10-18,classic,M
815,Matthew,Oconnor,Matthew@Oconnor.jws,1998-6-19,classic,M
816,Marva,Dickinson,Marva@Dickinson.bvo,1965-2-12,ROCK N ROLL,M
817,Jennifer,Phillips,Jennifer@Phillips.lak,1949-8-11,ROCK N ROLL,F
818,Jason,Roane,Jason@Roane.rej,1940-12-3,ROCK N ROLL,F
819,Daniel,Davis,Daniel@Davis.klf,1940-8-22,ORIONTAL,F
820,Karon,Canady,Karon@Canady.fcs,1965-9-2,ORIONTAL,M
821,Frances,Chastain,Frances@Chastain.wgq,1981-9-20,classic,F
822,Shari,Rust,Shari@Rust.kyl,1965-4-2,JAZZ,F
823,Kari,Pattison,Kari@Pattison.mre,1969-2-22,classic,M
824,Estelle,Murray,Estelle@Murray.zck,1984-6-28,ORIONTAL,F
825,David,Manske,David@Manske.nrr,1948-8-23,ORIONTAL,M
826,Margaret,Butts,Margaret@Butts.izw,1995-2-12,ORIONTAL,F
827,Jose,Huertas,Jose@Huertas.jwf,1941-10-16,ROCK N ROLL,M
828,Irene,Wilson,Irene@Wilson.hew,2007-2-17,classic,F
829,Eliza,Thompson,Eliza@Thompson.zmx,1959-12-23,ORIONTAL,M
830,Nicholas,Dunlap,Nicholas@Dunlap.udj,1999-3-21,ORIONTAL,M
831,Terrell,Lavender,Terrell@Lavender.drk,1945-9-11,ORIONTAL,M
832,Juan,Willard,Juan@Willard.jbw,1959-5-26,ORIONTAL,M
833,Moses,Perreault,Moses@Perreault.tat,1956-12-14,ROCK N ROLL,M
834,Dawn,Stephenson,Dawn@Stephenson.rii,1982-1-5,ROCK N ROLL,F
835,Eddie,Cross,Eddie@Cross.ozi,2004-3-15,JAZZ,M
836,Shannon,Biedrzycki,Shannon@Biedrzycki.qmj,1947-11-6,classic,M
837,Margaret,Powers,Margaret@Powers.wjs,1982-9-17,JAZZ,F
838,Trisha,Welch,Trisha@Welch.ahd,1997-9-27,ORIONTAL,F
839,Brian,Harrison,Brian@Harrison.hrl,1970-4-23,ORIONTAL,M
840,Dawn,Posthuma,Dawn@Posthuma.gze,1977-6-14,classic,M
841,Walter,German,Walter@German.pif,2009-11-18,classic,M
842,Janet,Perryman,Janet@Perryman.qov,1947-1-3,classic,M
843,Steven,Love,Steven@Love.ull,1952-6-27,JAZZ,M
844,Melody,Cruz,Melody@Cruz.dxo,1967-4-13,ORIONTAL,F
845,Stan,Drew,Stan@Drew.exg,1969-12-14,ORIONTAL,M
846,Robert,Jones,Robert@Jones.thl,1994-7-22,ORIONTAL,F
847,Emily,Pina,Emily@Pina.jpa,1985-2-25,JAZZ,F
848,Joseph,Mcinturff,Joseph@Mcinturff.btk,1975-8-26,JAZZ,M
849,Cecile,Matelski,Cecile@Matelski.csj,1955-7-14,ROCK N ROLL,M
850,David,Peterson,David@Peterson.frd,1971-5-26,ORIONTAL,F
851,Joann,Barksdale,Joann@Barksdale.szi,1974-12-27,JAZZ,M
852,George,Gonzalez,George@Gonzalez.tdp,1968-10-20,ORIONTAL,M
853,Elizabeth,Cleary,Elizabeth@Cleary.yam,1974-3-14,ORIONTAL,F
854,Mary,Smart,Mary@Smart.lfs,1987-6-6,classic,M
855,Willie,Kesler,Willie@Kesler.jhv,2003-7-7,JAZZ,M
856,Andrew,Gonzalez,Andrew@Gonzalez.ynw,1967-6-11,classic,M
857,Carol,Hewitt,Carol@Hewitt.elg,1981-2-13,classic,M
858,Gemma,Saccucci,Gemma@Saccucci.iua,2009-1-4,ROCK N ROLL,F
859,John,Modafferi,John@Modafferi.mjb,1969-5-12,ORIONTAL,M
860,Russell,Barnes,Russell@Barnes.qsg,1945-10-4,ORIONTAL,M
861,Henry,Morales,Henry@Morales.vvu,1956-1-1,classic,M
862,Estella,Allen,Estella@Allen.ylu,1975-1-7,classic,F
863,Vera,Bush,Vera@Bush.hje,1960-5-15,classic,M
864,Ben,Medford,Ben@Medford.eyg,1970-1-27,ORIONTAL,F
865,Lottie,Ruiz,Lottie@Ruiz.izt,1941-12-17,ORIONTAL,M
866,Georgene,Baker,Georgene@Baker.bnd,1946-9-10,classic,M
867,Jerry,Anderson,Jerry@Anderson.vmk,1964-8-11,ORIONTAL,F
868,Gustavo,Crum,Gustavo@Crum.brx,1966-1-14,ORIONTAL,F
869,Christopher,Veltre,Christopher@Veltre.lte,1989-11-24,ROCK N ROLL,M
870,Megan,Velez,Megan@Velez.mqn,1957-11-12,JAZZ,M
871,Deborah,Manship,Deborah@Manship.twm,1955-8-27,JAZZ,M
872,Terrence,Rusnak,Terrence@Rusnak.ihc,1987-7-4,ORIONTAL,M
873,Matthew,Ralph,Matthew@Ralph.fac,1949-1-1,ORIONTAL,M
874,Rosa,Snipes,Rosa@Snipes.gwn,1951-7-1,ROCK N ROLL,F
875,Brigitte,Wade,Brigitte@Wade.nqr,1958-7-4,classic,M
876,Mary,Ivie,Mary@Ivie.ygp,1982-1-1,JAZZ,M
877,Robert,Banta,Robert@Banta.mds,1941-7-24,JAZZ,M
878,Eric,Mcclish,Eric@Mcclish.mmz,1943-4-10,ORIONTAL,M
879,Tommy,Melo,Tommy@Melo.pig,2000-9-13,ORIONTAL,F
880,Abraham,Stone,Abraham@Stone.qee,1971-1-25,classic,M
881,Gary,Navarro,Gary@Navarro.dpw,1948-4-12,JAZZ,F
882,Ronald,Asmus,Ronald@Asmus.syo,1966-9-21,ROCK N ROLL,F
883,Floyd,Bassett,Floyd@Bassett.yoo,1973-2-24,JAZZ,F
884,Eldon,Mcbride,Eldon@Mcbride.sgp,2006-12-2,JAZZ,F
885,Keith,Malach,Keith@Malach.rgq,2009-3-11,ORIONTAL,M
886,Odessa,Martinez,Odessa@Martinez.agw,1958-1-18,classic,M
887,Donald,Peterson,Donald@Peterson.nip,1948-2-14,ROCK N ROLL,M
888,Alice,Gordon,Alice@Gordon.yci,1979-11-26,JAZZ,F
889,Michael,Ikehara,Michael@Ikehara.gfs,1968-10-24,JAZZ,F
890,Glenn,Sebastian,Glenn@Sebastian.lzv,1991-1-17,classic,F
891,Robert,Elliot,Robert@Elliot.smw,1959-2-7,ROCK N ROLL,F
892,Adele,Miller,Adele@Miller.nmp,1943-12-28,JAZZ,M
893,Ronald,Davis,Ronald@Davis.sxr,2004-1-24,classic,F
894,Marguerite,Bell,Marguerite@Bell.yfz,2007-11-25,ROCK N ROLL,M
895,Stella,Small,Stella@Small.hkt,1959-9-26,ORIONTAL,M
896,Diane,Hernandez,Diane@Hernandez.qxg,1999-3-10,ROCK N ROLL,M
897,Maria,Lanier,Maria@Lanier.sdr,1945-9-18,ORIONTAL,M
898,Jerome,Mulroy,Jerome@Mulroy.tpf,2004-4-14,classic,M
899,Christina,Cagle,Christina@Cagle.vyw,1996-3-16,classic,M
900,Dennis,Smith,Dennis@Smith.uwv,1964-8-14,ORIONTAL,F
901,Emily,Snyder,Emily@Snyder.wfp,1944-4-22,JAZZ,M
902,John,Turner,John@Turner.yrz,2001-8-4,classic,M
903,Travis,Squires,Travis@Squires.wta,1989-1-1,classic,M
904,Margaret,Walsh,Margaret@Walsh.wkr,1989-4-9,classic,F
905,Kenneth,Riley,Kenneth@Riley.iqt,1943-4-13,ROCK N ROLL,M
906,Rhonda,Marquez,Rhonda@Marquez.bnz,1988-3-23,JAZZ,F
907,Brian,Goldberger,Brian@Goldberger.wwh,1956-4-2,ORIONTAL,M
908,Deann,Gullixson,Deann@Gullixson.drp,1981-3-1,ORIONTAL,F
909,Georgia,Guevara,Georgia@Guevara.xkl,1979-11-28,classic,M
910,Linda,Pontes,Linda@Pontes.yuw,1969-7-24,ORIONTAL,M
911,Scott,Baer,Scott@Baer.wan,1958-6-1,ORIONTAL,M
912,Jaclyn,Pawlak,Jaclyn@Pawlak.gak,2004-2-9,classic,F
913,Deanna,Aragon,Deanna@Aragon.dra,1981-4-19,ROCK N ROLL,F
914,Peggy,Spiker,Peggy@Spiker.krk,1966-2-12,ORIONTAL,M
915,Antonio,Brown,Antonio@Brown.hnc,1990-3-5,ROCK N ROLL,F
916,Patricia,Wellman,Patricia@Wellman.efa,1987-12-22,classic,M
917,Marion,Williams,Marion@Williams.wlo,1983-12-21,ROCK N ROLL,M
918,Charles,Hampton,Charles@Hampton.xdp,1985-9-17,JAZZ,M
919,Brittany,Donoho,Brittany@Donoho.kom,1994-4-23,classic,M
920,Kimberly,Klapper,Kimberly@Klapper.gmd,1949-11-16,JAZZ,M
921,Jesus,Lotthammer,Jesus@Lotthammer.vfu,1954-10-17,ORIONTAL,M
922,Shelly,Meeks,Shelly@Meeks.ygr,1997-9-23,ORIONTAL,M
923,Reginald,Beasley,Reginald@Beasley.hwc,1980-11-8,classic,M
924,Denise,Douglas,Denise@Douglas.cto,1964-11-20,classic,M
925,Elaine,Smith,Elaine@Smith.aig,1971-2-13,ROCK N ROLL,F
926,Lance,Cooke,Lance@Cooke.kyz,1972-12-4,ORIONTAL,M
927,Joseph,Holcomb,Joseph@Holcomb.agk,1961-7-20,ORIONTAL,M
928,Daniel,Mason,Daniel@Mason.lkk,2004-10-6,classic,M
929,Bradley,Semmes,Bradley@Semmes.gob,1962-10-20,JAZZ,F
930,Rodrigo,Miller,Rodrigo@Miller.jgz,1993-7-7,JAZZ,F
931,Jennifer,Escobar,Jennifer@Escobar.nos,1979-3-6,ROCK N ROLL,F
932,Ryan,Barry,Ryan@Barry.eeh,1986-4-1,classic,F
933,Barbara,Kochel,Barbara@Kochel.kyr,1974-5-14,ROCK N ROLL,M
934,Susan,Juarez,Susan@Juarez.ugi,1953-2-22,ORIONTAL,M
935,Dave,Daggett,Dave@Daggett.xig,1987-3-26,ORIONTAL,M
936,Crystal,Belcher,Crystal@Belcher.gvx,1967-1-14,ROCK N ROLL,M
937,Denise,Dean,Denise@Dean.uwv,1966-7-15,ROCK N ROLL,M
938,Angela,Henderson,Angela@Henderson.fnv,2007-11-22,classic,M
939,Gary,Christ,Gary@Christ.xci,1941-2-21,ROCK N ROLL,M
940,Akiko,Dorado,Akiko@Dorado.ihp,1983-8-18,classic,F
941,April,Hancock,April@Hancock.bil,2009-3-27,ORIONTAL,M
942,Connie,Morvillo,Connie@Morvillo.ixe,1998-6-10,ROCK N ROLL,M
943,Paula,Neuhoff,Paula@Neuhoff.pkl,1946-8-9,JAZZ,M
944,Betty,Schecter,Betty@Schecter.bmc,1972-2-8,classic,M
945,Scott,Isom,Scott@Isom.kbc,1988-5-3,ORIONTAL,M
946,Shirley,Sommers,Shirley@Sommers.erj,1969-7-19,ROCK N ROLL,M
947,Yesenia,Logan,Yesenia@Logan.bfe,1978-5-5,classic,M
948,Diane,Meiners,Diane@Meiners.eal,2006-9-21,classic,M
949,Rosemary,Freeman,Rosemary@Freeman.yyu,1948-2-21,ROCK N ROLL,M
950,Amanda,Wilson,Amanda@Wilson.ysr,1940-11-8,ROCK N ROLL,F
951,Heather,Spears,Heather@Spears.hak,1999-11-17,JAZZ,M
952,James,Stewart,James@Stewart.nul,1986-6-22,ROCK N ROLL,M
953,Jim,Lane,Jim@Lane.fjx,1992-2-14,ORIONTAL,M
954,Daniel,Bish,Daniel@Bish.hmx,1972-8-26,ORIONTAL,M
955,Robert,Kaba,Robert@Kaba.owt,1948-9-23,JAZZ,F
956,Manuel,Merritt,Manuel@Merritt.bou,1978-9-18,JAZZ,F
957,Alesia,Morgan,Alesia@Morgan.oqs,1949-6-4,classic,M
958,Corey,Magnall,Corey@Magnall.jpe,1947-2-3,classic,M
959,Rufus,Taylor,Rufus@Taylor.vmb,1991-9-11,JAZZ,M
960,Jack,Martinez,Jack@Martinez.hre,1945-10-19,ORIONTAL,F
961,Donna,Wilke,Donna@Wilke.rbp,1950-10-2,JAZZ,F
962,Luz,Lantz,Luz@Lantz.oud,1949-10-7,classic,M
963,Rita,Schmitt,Rita@Schmitt.oza,1986-9-9,classic,M
964,Roy,Hines,Roy@Hines.oij,2003-9-13,ORIONTAL,M
965,Zachariah,Anderson,Zachariah@Anderson.zmy,1956-3-5,JAZZ,M
966,Barbara,Rojo,Barbara@Rojo.kjm,1972-3-28,ORIONTAL,M
967,Christina,Chafin,Christina@Chafin.nbq,1978-3-28,JAZZ,M
968,Tiffany,Weis,Tiffany@Weis.miu,1953-1-10,JAZZ,M
969,Jorge,Vanover,Jorge@Vanover.vhf,1968-9-6,ROCK N ROLL,F
970,Michael,Billington,Michael@Billington.xla,1988-11-9,JAZZ,M
971,Elizabeth,Duhamel,Elizabeth@Duhamel.quo,1964-1-22,ORIONTAL,M
972,Kristina,Scott,Kristina@Scott.lfr,2009-1-2,classic,F
973,Robert,Coyt,Robert@Coyt.vla,1979-10-24,ROCK N ROLL,M
974,Inez,Womack,Inez@Womack.pfr,1969-12-19,JAZZ,F
975,Aida,Johnston,Aida@Johnston.zrk,2007-1-20,JAZZ,M
976,Brent,Welch,Brent@Welch.jpy,1949-12-15,classic,M
977,Amanda,Matos,Amanda@Matos.oer,2004-3-19,ROCK N ROLL,F
978,Freddie,Turner,Freddie@Turner.tso,1988-5-4,ROCK N ROLL,M
979,Antionette,Bernard,Antionette@Bernard.doh,1978-2-22,JAZZ,M
980,David,Johnson,David@Johnson.cbp,1984-2-13,ORIONTAL,M
981,Doug,Fitzgerald,Doug@Fitzgerald.blh,1983-11-7,ROCK N ROLL,F
982,Lisa,Payton,Lisa@Payton.lpo,1951-8-2,JAZZ,M
983,Thomas,Brackett,Thomas@Brackett.gtt,1971-11-17,JAZZ,M
984,Alan,Murray,Alan@Murray.tmm,2007-8-5,ROCK N ROLL,F
985,Laura,Arnold,Laura@Arnold.tis,1985-5-2,JAZZ,M
986,Flora,Clark,Flora@Clark.idz,2008-2-24,JAZZ,M
987,Tanya,Claus,Tanya@Claus.hir,1992-4-17,ORIONTAL,M
988,Mario,Kilgore,Mario@Kilgore.syn,2003-4-18,ROCK N ROLL,F
989,John,Glenn,John@Glenn.dpg,1998-9-8,classic,M
990,Herman,Cordoba,Herman@Cordoba.lyc,1946-10-14,JAZZ,F
991,Paul,Oshell,Paul@Oshell.pjg,1988-1-12,ROCK N ROLL,F
992,Patricia,Mixson,Patricia@Mixson.mcg,1991-9-17,classic,M
993,Eddie,Palmer,Eddie@Palmer.exw,1950-6-27,ORIONTAL,M
994,Mattie,Laplante,Mattie@Laplante.oza,1942-11-13,JAZZ,M
995,Chester,Traylor,Chester@Traylor.tdi,1988-9-11,JAZZ,M
996,Emma,Barnes,Emma@Barnes.dzg,1999-1-4,ROCK N ROLL,F
997,Amanda,Crazier,Amanda@Crazier.uqn,1989-3-25,JAZZ,F
998,Russell,Wilson,Russell@Wilson.fwm,1955-9-25,ORIONTAL,M
999,Andrew,Larson,Andrew@Larson.kgx,1966-10-16,JAZZ,M
1000,Mae,Murdock,Mae@Murdock.wth,2006-3-7,ROCK N ROLL,F
1001,Vanessa,Imperato,Vanessa@Imperato.uxe,1947-7-19,ORIONTAL,F
1002,Katie,Vinson,Katie@Vinson.hmg,1946-5-6,classic,M
1003,Shelley,Gates,Shelley@Gates.jmj,1970-7-13,ORIONTAL,M
1004,Louis,Butler,Louis@Butler.tpk,2002-4-16,classic,M
1005,Denise,Mcgowen,Denise@Mcgowen.eoe,2001-3-25,JAZZ,M
1006,Robert,Chesley,Robert@Chesley.pzc,1973-8-3,classic,M
1007,Stacy,Hurd,Stacy@Hurd.sao,1963-12-1,JAZZ,F
1008,Jennifer,Corvino,Jennifer@Corvino.zwj,1954-10-17,ORIONTAL,M
1009,Joseph,Knecht,Joseph@Knecht.bit,1990-10-23,ROCK N ROLL,M
1010,Norman,Steffes,Norman@Steffes.vng,1987-8-26,ORIONTAL,F
1011,Nathaniel,Smith,Nathaniel@Smith.fxo,1984-12-6,classic,M
1012,Lauren,Blackwell,Lauren@Blackwell.wxq,1965-10-25,JAZZ,F
1013,John,Robinson,John@Robinson.yzq,1945-2-26,classic,M
1014,Carol,Wheatley,Carol@Wheatley.rqm,1969-1-15,JAZZ,M
1015,David,Bellmay,David@Bellmay.xap,1986-2-2,JAZZ,M
1016,Carl,Martin,Carl@Martin.rsr,2000-1-17,ROCK N ROLL,M
1017,Deborah,Kelly,Deborah@Kelly.tiy,1958-2-24,classic,M
1018,Sherri,Sanchez,Sherri@Sanchez.czm,1959-10-17,ORIONTAL,M
1019,Barry,Gibson,Barry@Gibson.nbw,1985-1-6,ORIONTAL,M
1020,Nina,Martinez,Nina@Martinez.zoe,1996-10-7,ROCK N ROLL,M
1021,Lynn,James,Lynn@James.gwg,1969-6-27,ROCK N ROLL,M
1022,Adam,Reynolds,Adam@Reynolds.xwu,1948-8-3,ORIONTAL,M
1023,Steven,Pham,Steven@Pham.ets,1988-2-17,ROCK N ROLL,F
1024,Sue,Martindale,Sue@Martindale.nws,1952-5-8,classic,M
1025,Mike,Eisinger,Mike@Eisinger.def,1964-9-10,classic,M
1026,Gary,Robertson,Gary@Robertson.amq,1949-1-20,ORIONTAL,M
1027,Norene,Rein,Norene@Rein.dnq,1954-10-9,ORIONTAL,M
1028,Douglas,Farrell,Douglas@Farrell.hcx,2006-2-18,classic,M
1029,Linda,Reando,Linda@Reando.grn,1998-10-8,JAZZ,F
1030,Carolyn,Brandenburg,Carolyn@Brandenburg.foz,2009-10-15,ORIONTAL,M
1031,Mamie,Adami,Mamie@Adami.zee,2009-9-20,ROCK N ROLL,F
1032,Ruth,Moses,Ruth@Moses.rwy,1972-5-20,JAZZ,M
1033,David,Trotter,David@Trotter.yoj,1989-4-28,classic,M
1034,Adam,Oakley,Adam@Oakley.tmw,1940-2-18,classic,F
1035,Angela,Torres,Angela@Torres.iqz,1969-1-25,ROCK N ROLL,F
1036,Peter,Harman,Peter@Harman.wmi,1989-12-8,ORIONTAL,M
1037,Daniel,Kantor,Daniel@Kantor.fhu,1967-5-17,ROCK N ROLL,M
1038,Sandra,Mason,Sandra@Mason.zat,1964-12-11,JAZZ,M
1039,John,Holder,John@Holder.vww,1972-12-18,classic,M
1040,Jolene,Pinkston,Jolene@Pinkston.lvo,1956-4-25,ORIONTAL,M
1041,Thomas,Smith,Thomas@Smith.luz,1941-10-20,ROCK N ROLL,F
1042,Caroline,Caretto,Caroline@Caretto.vdq,1944-1-2,classic,M
1043,Rhonda,Zimmerman,Rhonda@Zimmerman.vtb,1959-7-21,JAZZ,M
1044,Alice,Soper,Alice@Soper.vyv,1964-6-12,JAZZ,M
1045,Catalina,Wilson,Catalina@Wilson.qlf,1980-2-28,JAZZ,F
1046,Mellie,Leger,Mellie@Leger.nei,1968-9-13,classic,F
1047,Lawrence,Toothaker,Lawrence@Toothaker.tnn,1981-2-13,ORIONTAL,F
1048,Nicole,Ellison,Nicole@Ellison.rmu,1963-7-26,ROCK N ROLL,M
